Hour,Date/hour start,Solar electricity generation (kWh),Electricity usage (kWh),excess_solar_generation_kwh,battery_charge_kwh
16,2020-10-09 16:00,0.2249999999999999,0.5549999999999999,0.0,12.5
17,2020-10-09 17:00,0.033,0.726,0.0,12.5
18,2020-10-09 18:00,0.003,12.652200000000002,0.0,12.5
19,2020-10-09 19:00,0.015,2.178,0.0,12.5
20,2020-10-09 20:00,0.012,1.2606,0.0,12.5
21,2020-10-09 21:00,0.009,0.978,0.0,12.5
22,2020-10-09 22:00,0.003,33.309,0.0,12.5
23,2020-10-09 23:00,0.0,1.819818,0.0,12.5
0,2020-10-10 00:00,0.0,1.1918808,0.0,12.5
1,2020-10-10 01:00,0.0,0.139986,0.0,12.5
2,2020-10-10 02:00,0.0,0.219978,0.0,12.5
3,2020-10-10 03:00,0.0,0.315,0.0,12.5
4,2020-10-10 04:00,0.009,0.237,0.0,12.5
5,2020-10-10 05:00,0.018,0.501,0.0,12.5
6,2020-10-10 06:00,0.012,0.978,0.0,12.5
7,2020-10-10 07:00,0.2159999999999999,1.872,0.0,12.5
8,2020-10-10 08:00,1.311,0.255,1.056,12.5
9,2020-10-10 09:00,1.6830000000000005,0.486,1.1970000000000005,12.5
10,2020-10-10 10:00,2.694,0.528,2.166,12.5
11,2020-10-10 11:00,1.161,0.2279999999999999,0.9330000000000002,12.5
12,2020-10-10 12:00,1.512,0.195,1.317,12.5
13,2020-10-10 13:00,4.050000000000001,0.123,3.9270000000000005,12.5
14,2020-10-10 14:00,1.182,0.684,0.4979999999999999,12.5
15,2020-10-10 15:00,1.452,0.474,0.978,12.5
16,2020-10-10 16:00,0.567,0.4649999999999999,0.10200000000000004,12.5
17,2020-10-10 17:00,0.045,5.772,0.0,12.5
18,2020-10-10 18:00,0.003,2.112,0.0,12.5
19,2020-10-10 19:00,0.0,3.0954,0.0,12.5
20,2020-10-10 20:00,0.009,2.4024000000000005,0.0,12.5
21,2020-10-10 21:00,0.006,2.13,0.0,12.5
22,2020-10-10 22:00,0.0,26.025,0.0,12.5
23,2020-10-10 23:00,0.0,0.7519248000000001,0.0,12.5
0,2020-10-11 00:00,0.0,0.6379362000000001,0.0,12.5
1,2020-10-11 01:00,0.0,0.4119587999999999,0.0,12.5
2,2020-10-11 02:00,0.0,0.1559844,0.0,12.5
3,2020-10-11 03:00,0.0,0.237,0.0,12.5
4,2020-10-11 04:00,0.012,0.372,0.0,12.5
5,2020-10-11 05:00,0.018,0.399,0.0,12.5
6,2020-10-11 06:00,0.009,0.246,0.0,12.5
7,2020-10-11 07:00,0.243,1.845,0.0,12.5
8,2020-10-11 08:00,0.4679999999999999,1.011,0.0,12.5
9,2020-10-11 09:00,1.569,0.5760000000000001,0.9929999999999999,12.5
10,2020-10-11 10:00,2.94,0.189,2.751,12.5
11,2020-10-11 11:00,0.735,0.24,0.495,12.5
12,2020-10-11 12:00,2.736,0.501,2.2350000000000003,12.5
13,2020-10-11 13:00,1.734,0.483,1.251,12.5
14,2020-10-11 14:00,1.035,0.2219999999999999,0.8130000000000001,12.5
15,2020-10-11 15:00,1.23,0.357,0.873,12.5
16,2020-10-11 16:00,0.153,6.815999999999999,0.0,12.5
17,2020-10-11 17:00,0.0569999999999999,2.259,0.0,12.5
18,2020-10-11 18:00,0.0,15.529800000000003,0.0,12.5
19,2020-10-11 19:00,0.009,3.4254,0.0,12.5
20,2020-10-11 20:00,0.018,3.2010000000000005,0.0,12.5
21,2020-10-11 21:00,0.024,1.5990000000000002,0.0,12.5
22,2020-10-11 22:00,0.0269999999999999,2.0490000000000004,0.0,12.5
23,2020-10-11 23:00,0.0,0.7159283999999999,0.0,12.5
0,2020-10-12 00:00,0.0,1.2178782,0.0,12.5
1,2020-10-12 01:00,0.0,0.8739125999999999,0.0,12.5
2,2020-10-12 02:00,0.0,0.139986,0.0,12.5
3,2020-10-12 03:00,0.0,0.312,0.0,12.5
4,2020-10-12 04:00,0.009,0.486,0.0,12.5
5,2020-10-12 05:00,0.006,0.474,0.0,12.5
6,2020-10-12 06:00,0.0,0.663,0.0,12.5
7,2020-10-12 07:00,0.5700000000000001,1.011,0.0,12.5
8,2020-10-12 08:00,1.335,0.4529999999999999,0.8820000000000001,12.5
9,2020-10-12 09:00,2.148,0.168,1.9800000000000002,12.5
10,2020-10-12 10:00,4.53,0.066,4.464,12.5
11,2020-10-12 11:00,5.976,0.4229999999999999,5.553,12.5
12,2020-10-12 12:00,1.848,0.4439999999999999,1.4040000000000001,12.5
13,2020-10-12 13:00,5.511,0.024,5.487,12.5
14,2020-10-12 14:00,2.541,5.235,0.0,12.5
15,2020-10-12 15:00,0.738,5.517,0.0,12.5
16,2020-10-12 16:00,0.627,0.645,0.0,12.5
17,2020-10-12 17:00,0.042,1.242,0.0,12.5
18,2020-10-12 18:00,0.024,2.1186000000000003,0.0,12.5
19,2020-10-12 19:00,0.009,3.4914000000000005,0.0,12.5
20,2020-10-12 20:00,0.0,2.7852,0.0,12.5
21,2020-10-12 21:00,0.012,1.857,0.0,12.5
22,2020-10-12 22:00,0.015,2.124,0.0,12.5
23,2020-10-12 23:00,0.0,0.8919108,0.0,12.5
0,2020-10-13 00:00,0.0,0.3359664,0.0,12.5
1,2020-10-13 01:00,0.0,0.279972,0.0,12.5
2,2020-10-13 02:00,0.0,0.2159784,0.0,12.5
3,2020-10-13 03:00,0.0,0.192,0.0,12.5
4,2020-10-13 04:00,0.0,0.21,0.0,12.5
5,2020-10-13 05:00,0.0269999999999999,0.255,0.0,12.5
6,2020-10-13 06:00,0.012,0.855,0.0,12.5
7,2020-10-13 07:00,0.018,1.617,0.0,12.5
8,2020-10-13 08:00,0.8130000000000001,0.891,0.0,12.5
9,2020-10-13 09:00,0.4349999999999999,0.372,0.06299999999999989,12.5
10,2020-10-13 10:00,2.529,0.402,2.127,12.5
11,2020-10-13 11:00,3.291,0.264,3.027,12.5
12,2020-10-13 12:00,6.345000000000001,0.4559999999999999,5.889000000000001,12.5
13,2020-10-13 13:00,0.618,1.11,0.0,12.5
14,2020-10-13 14:00,1.347,0.579,0.768,12.5
15,2020-10-13 15:00,1.251,0.21,1.041,12.5
16,2020-10-13 16:00,0.5609999999999999,0.237,0.32399999999999995,12.5
17,2020-10-13 17:00,0.0569999999999999,31.536,0.0,12.5
18,2020-10-13 18:00,0.0,2.6532,0.0,12.5
19,2020-10-13 19:00,0.018,1.2738,0.0,12.5
20,2020-10-13 20:00,0.006,0.7458000000000001,0.0,12.5
21,2020-10-13 21:00,0.015,0.339,0.0,12.5
22,2020-10-13 22:00,0.015,1.383,0.0,12.5
23,2020-10-13 23:00,0.0,0.5479452,0.0,12.5
0,2020-10-14 00:00,0.0,0.2559744,0.0,12.5
1,2020-10-14 01:00,0.0,0.1279872,0.0,12.5
2,2020-10-14 02:00,0.0,0.288,0.0,12.5
3,2020-10-14 03:00,0.0,0.4319999999999999,0.0,12.5
4,2020-10-14 04:00,0.003,0.207,0.0,12.5
5,2020-10-14 05:00,0.0,0.342,0.0,12.5
6,2020-10-14 06:00,0.0269999999999999,0.342,0.0,12.5
7,2020-10-14 07:00,0.567,0.51,0.05699999999999994,12.5
8,2020-10-14 08:00,0.804,0.513,0.29100000000000004,12.5
9,2020-10-14 09:00,3.612,1.356,2.2560000000000002,12.5
10,2020-10-14 10:00,5.757,1.044,4.712999999999999,12.5
11,2020-10-14 11:00,6.0600000000000005,0.1079999999999999,5.952000000000001,12.5
12,2020-10-14 12:00,6.222,0.489,5.7330000000000005,12.5
13,2020-10-14 13:00,1.377,1.02,0.357,12.5
14,2020-10-14 14:00,0.8340000000000001,0.753,0.08100000000000007,12.5
15,2020-10-14 15:00,0.951,0.2129999999999999,0.738,12.5
16,2020-10-14 16:00,0.36,0.246,0.11399999999999999,12.5
17,2020-10-14 17:00,0.033,0.627,0.0,12.5
18,2020-10-14 18:00,0.0,4.7322,0.0,12.5
19,2020-10-14 19:00,0.009,12.54,0.0,12.5
20,2020-10-14 20:00,0.003,3.999600000000001,0.0,12.5
21,2020-10-14 21:00,0.021,2.028,0.0,12.5
22,2020-10-14 22:00,0.018,2.079,0.0,12.5
23,2020-10-14 23:00,0.0,0.879912,0.0,12.5
0,2020-10-15 00:00,0.0,0.6139386,0.0,12.5
1,2020-10-15 01:00,0.0,0.6719328,0.0,12.5
2,2020-10-15 02:00,0.0,0.5039496,0.0,12.5
3,2020-10-15 03:00,0.0,0.639,0.0,12.5
4,2020-10-15 04:00,0.03,0.918,0.0,12.5
5,2020-10-15 05:00,0.0,0.753,0.0,12.5
6,2020-10-15 06:00,0.015,13.998,0.0,12.5
7,2020-10-15 07:00,0.309,2.364,0.0,12.5
8,2020-10-15 08:00,0.8340000000000001,1.7519999999999998,0.0,12.5
9,2020-10-15 09:00,2.43,0.15,2.2800000000000002,12.5
10,2020-10-15 10:00,4.995,0.4469999999999999,4.548,12.5
11,2020-10-15 11:00,5.655,0.018,5.6370000000000005,12.5
12,2020-10-15 12:00,5.571,5.382,0.18900000000000006,12.5
13,2020-10-15 13:00,4.848000000000001,2.097,2.751000000000001,12.5
14,2020-10-15 14:00,3.648,0.504,3.144,12.5
15,2020-10-15 15:00,1.086,0.4409999999999999,0.6450000000000002,12.5
16,2020-10-15 16:00,0.384,0.261,0.123,12.5
17,2020-10-15 17:00,0.033,0.567,0.0,12.5
18,2020-10-15 18:00,0.018,1.9932,0.0,12.5
19,2020-10-15 19:00,0.015,13.5036,0.0,12.5
20,2020-10-15 20:00,0.012,13.906200000000002,0.0,12.5
21,2020-10-15 21:00,0.0,1.503,0.0,12.5
22,2020-10-15 22:00,0.012,1.44,0.0,12.5
23,2020-10-15 23:00,0.0,0.9079092,0.0,12.5
0,2020-10-16 00:00,0.0,1.3118687999999998,0.0,12.5
1,2020-10-16 01:00,0.0,0.2959703999999999,0.0,12.5
2,2020-10-16 02:00,0.0,0.19998,0.0,12.5
3,2020-10-16 03:00,0.0,0.201,0.0,12.5
4,2020-10-16 04:00,0.009,0.237,0.0,12.5
5,2020-10-16 05:00,0.003,0.354,0.0,12.5
6,2020-10-16 06:00,0.015,0.5820000000000001,0.0,12.5
7,2020-10-16 07:00,0.012,2.073,0.0,12.5
8,2020-10-16 08:00,0.501,0.654,0.0,12.5
9,2020-10-16 09:00,1.638,0.534,1.1039999999999999,12.5
10,2020-10-16 10:00,3.558,0.5609999999999999,2.997,12.5
11,2020-10-16 11:00,4.977,0.285,4.692,12.5
12,2020-10-16 12:00,5.109,0.051,5.058,12.5
13,2020-10-16 13:00,2.46,0.15,2.31,12.5
14,2020-10-16 14:00,1.146,0.624,0.5219999999999999,12.5
15,2020-10-16 15:00,0.744,5.787,0.0,12.5
16,2020-10-16 16:00,0.1139999999999999,0.861,0.0,12.5
17,2020-10-16 17:00,0.03,1.605,0.0,12.5
18,2020-10-16 18:00,0.012,3.3528,0.0,12.5
19,2020-10-16 19:00,0.009,3.3594000000000004,0.0,12.5
20,2020-10-16 20:00,0.012,1.6764,0.0,12.5
21,2020-10-16 21:00,0.015,1.365,0.0,12.5
22,2020-10-16 22:00,0.0,1.6350000000000002,0.0,12.5
23,2020-10-16 23:00,0.0,0.9079092,0.0,12.5
0,2020-10-17 00:00,0.0,1.0158984,0.0,12.5
1,2020-10-17 01:00,0.0,0.8739125999999999,0.0,12.5
2,2020-10-17 02:00,0.0,0.2999699999999999,0.0,12.5
3,2020-10-17 03:00,0.0,0.321,0.0,12.5
4,2020-10-17 04:00,0.006,0.2309999999999999,0.0,12.5
5,2020-10-17 05:00,0.006,0.2279999999999999,0.0,12.5
6,2020-10-17 06:00,0.006,0.2339999999999999,0.0,12.5
7,2020-10-17 07:00,0.255,1.809,0.0,12.5
8,2020-10-17 08:00,0.8699999999999999,0.48,0.3899999999999999,12.5
9,2020-10-17 09:00,3.099,0.183,2.9160000000000004,12.5
10,2020-10-17 10:00,3.633,0.081,3.552,12.5
11,2020-10-17 11:00,3.252,0.255,2.997,12.5
12,2020-10-17 12:00,2.373,0.5369999999999999,1.8360000000000003,12.5
13,2020-10-17 13:00,0.306,0.477,0.0,12.5
14,2020-10-17 14:00,1.887,0.2189999999999999,1.6680000000000001,12.5
15,2020-10-17 15:00,0.912,0.393,0.519,12.5
16,2020-10-17 16:00,0.351,0.336,0.014999999999999958,12.5
17,2020-10-17 17:00,0.042,6.678,0.0,12.5
18,2020-10-17 18:00,0.012,4.5606,0.0,12.5
19,2020-10-17 19:00,0.006,2.1648,0.0,12.5
20,2020-10-17 20:00,0.012,2.0130000000000003,0.0,12.5
21,2020-10-17 21:00,0.0,1.203,0.0,12.5
22,2020-10-17 22:00,0.0,26.082,0.0,12.5
23,2020-10-17 23:00,0.0,0.8719128,0.0,12.5
0,2020-10-18 00:00,0.0,0.4099589999999999,0.0,12.5
1,2020-10-18 01:00,0.0,0.2179782,0.0,12.5
2,2020-10-18 02:00,0.0,0.1559844,0.0,12.5
3,2020-10-18 03:00,0.0,0.2159999999999999,0.0,12.5
4,2020-10-18 04:00,0.012,0.237,0.0,12.5
5,2020-10-18 05:00,0.0,0.318,0.0,12.5
6,2020-10-18 06:00,0.006,0.756,0.0,12.5
7,2020-10-18 07:00,0.018,6.9990000000000006,0.0,12.5
8,2020-10-18 08:00,0.345,3.027,0.0,12.5
9,2020-10-18 09:00,0.387,2.931,0.0,12.5
10,2020-10-18 10:00,0.657,2.13,0.0,12.5
11,2020-10-18 11:00,1.395,0.8220000000000001,0.573,12.5
12,2020-10-18 12:00,0.5189999999999999,4.779,0.0,12.5
13,2020-10-18 13:00,0.354,0.669,0.0,12.5
14,2020-10-18 14:00,0.126,0.786,0.0,12.5
15,2020-10-18 15:00,0.192,0.927,0.0,12.5
16,2020-10-18 16:00,0.165,0.897,0.0,12.5
17,2020-10-18 17:00,0.048,1.2120000000000002,0.0,12.5
18,2020-10-18 18:00,0.021,5.827800000000001,0.0,12.5
19,2020-10-18 19:00,0.003,6.4086,0.0,12.5
20,2020-10-18 20:00,0.0,7.042199999999999,0.0,12.5
21,2020-10-18 21:00,0.0,3.084,0.0,12.5
22,2020-10-18 22:00,0.003,1.26,0.0,12.5
23,2020-10-18 23:00,0.0,1.769823,0.0,12.5
0,2020-10-19 00:00,0.0,1.6598339999999998,0.0,12.5
1,2020-10-19 01:00,0.0,0.2919708,0.0,12.5
2,2020-10-19 02:00,0.0,0.2819717999999999,0.0,12.5
3,2020-10-19 03:00,0.0,0.291,0.0,12.5
4,2020-10-19 04:00,0.003,0.2159999999999999,0.0,12.5
5,2020-10-19 05:00,0.006,0.2219999999999999,0.0,12.5
6,2020-10-19 06:00,0.003,0.66,0.0,12.5
7,2020-10-19 07:00,0.0,1.4369999999999998,0.0,12.5
8,2020-10-19 08:00,0.5880000000000001,0.5880000000000001,0.0,12.5
9,2020-10-19 09:00,1.0739999999999998,0.4409999999999999,0.633,12.5
10,2020-10-19 10:00,1.968,0.147,1.821,12.5
11,2020-10-19 11:00,0.8939999999999999,0.2279999999999999,0.666,12.5
12,2020-10-19 12:00,0.669,0.324,0.34500000000000003,12.5
13,2020-10-19 13:00,1.842,0.2279999999999999,1.614,12.5
14,2020-10-19 14:00,1.539,0.4409999999999999,1.098,12.5
15,2020-10-19 15:00,0.2189999999999999,0.708,0.0,12.5
16,2020-10-19 16:00,0.102,0.915,0.0,12.5
17,2020-10-19 17:00,0.03,5.313,0.0,12.5
18,2020-10-19 18:00,0.012,11.2464,0.0,12.5
19,2020-10-19 19:00,0.024,3.4848000000000003,0.0,12.5
20,2020-10-19 20:00,0.0,2.9568000000000003,0.0,12.5
21,2020-10-19 21:00,0.003,1.251,0.0,12.5
22,2020-10-19 22:00,0.012,25.548,0.0,12.5
23,2020-10-19 23:00,0.0,1.2858714,0.0,12.5
0,2020-10-20 00:00,0.0,0.3559644,0.0,12.5
1,2020-10-20 01:00,0.0,0.2419758,0.0,12.5
2,2020-10-20 02:00,0.0,0.1499849999999999,0.0,12.5
3,2020-10-20 03:00,0.0,0.246,0.0,12.5
4,2020-10-20 04:00,0.006,0.51,0.0,12.5
5,2020-10-20 05:00,0.006,0.366,0.0,12.5
6,2020-10-20 06:00,0.006,0.777,0.0,12.5
7,2020-10-20 07:00,0.009,1.821,0.0,12.5
8,2020-10-20 08:00,0.342,0.654,0.0,12.5
9,2020-10-20 09:00,1.239,0.264,0.9750000000000001,12.5
10,2020-10-20 10:00,1.341,0.342,0.9989999999999999,12.5
11,2020-10-20 11:00,0.732,0.267,0.46499999999999997,12.5
12,2020-10-20 12:00,0.417,0.255,0.16199999999999998,12.5
13,2020-10-20 13:00,0.4529999999999999,0.504,0.0,12.5
14,2020-10-20 14:00,0.762,5.952,0.0,12.5
15,2020-10-20 15:00,0.726,0.66,0.06599999999999995,12.5
16,2020-10-20 16:00,0.096,0.603,0.0,12.5
17,2020-10-20 17:00,0.039,1.29,0.0,12.5
18,2020-10-20 18:00,0.021,5.0424,0.0,12.5
19,2020-10-20 19:00,0.009,3.4386000000000005,0.0,12.5
20,2020-10-20 20:00,0.009,3.234,0.0,12.5
21,2020-10-20 21:00,0.0,1.317,0.0,12.5
22,2020-10-20 22:00,0.003,1.395,0.0,12.5
23,2020-10-20 23:00,0.0,1.356,0.0,12.5
0,2020-10-21 00:00,0.0,0.9439056,0.0,12.5
1,2020-10-21 01:00,0.0,0.4099589999999999,0.0,12.5
2,2020-10-21 02:00,0.0,0.4079591999999999,0.0,12.5
3,2020-10-21 03:00,0.0,0.618,0.0,12.5
4,2020-10-21 04:00,0.012,1.002,0.0,12.5
5,2020-10-21 05:00,0.006,0.867,0.0,12.5
6,2020-10-21 06:00,0.009,0.63,0.0,12.5
7,2020-10-21 07:00,0.006,2.436,0.0,12.5
8,2020-10-21 08:00,1.125,0.993,0.132,12.5
9,2020-10-21 09:00,3.561,0.486,3.075,12.5
10,2020-10-21 10:00,5.055,5.451,0.0,12.5
11,2020-10-21 11:00,1.386,0.897,0.4889999999999999,12.5
12,2020-10-21 12:00,2.934,3.165,0.0,12.5
13,2020-10-21 13:00,5.045999999999999,0.4439999999999999,4.601999999999999,12.5
14,2020-10-21 14:00,3.906,0.714,3.192,12.5
15,2020-10-21 15:00,1.011,0.6000000000000001,0.4109999999999998,12.5
16,2020-10-21 16:00,0.2129999999999999,0.255,0.0,12.5
17,2020-10-21 17:00,0.012,0.99,0.0,12.5
18,2020-10-21 18:00,0.0,16.222800000000003,0.0,12.5
19,2020-10-21 19:00,0.0,5.6562,0.0,12.5
20,2020-10-21 20:00,0.003,3.636600000000001,0.0,12.5
21,2020-10-21 21:00,0.003,1.485,0.0,12.5
22,2020-10-21 22:00,0.003,7.923,0.0,12.5
23,2020-10-21 23:00,0.0,1.6618338,0.0,12.5
0,2020-10-22 00:00,0.0,0.8919108,0.0,12.5
1,2020-10-22 01:00,0.0,0.4279572,0.0,12.5
2,2020-10-22 02:00,0.0,0.3739625999999999,0.0,12.5
3,2020-10-22 03:00,0.0,0.318,0.0,12.5
4,2020-10-22 04:00,0.0,0.2219999999999999,0.0,12.5
5,2020-10-22 05:00,0.015,0.4529999999999999,0.0,12.5
6,2020-10-22 06:00,0.006,0.342,0.0,12.5
7,2020-10-22 07:00,0.294,2.346,0.0,12.5
8,2020-10-22 08:00,1.473,2.0490000000000004,0.0,12.5
9,2020-10-22 09:00,1.956,0.738,1.218,12.5
10,2020-10-22 10:00,3.765,0.4589999999999999,3.306,12.5
11,2020-10-22 11:00,1.7009999999999998,0.396,1.3049999999999997,12.5
12,2020-10-22 12:00,1.404,0.636,0.7679999999999999,12.5
13,2020-10-22 13:00,1.431,0.618,0.8130000000000001,12.5
14,2020-10-22 14:00,0.6960000000000001,0.348,0.3480000000000001,12.5
15,2020-10-22 15:00,0.402,0.8280000000000001,0.0,12.5
16,2020-10-22 16:00,0.372,0.5820000000000001,0.0,12.5
17,2020-10-22 17:00,0.036,0.369,0.0,12.5
18,2020-10-22 18:00,0.006,0.6798000000000001,0.0,12.5
19,2020-10-22 19:00,0.006,0.6600000000000001,0.0,12.5
20,2020-10-22 20:00,0.012,0.6864,0.0,12.5
21,2020-10-22 21:00,0.003,0.309,0.0,12.5
22,2020-10-22 22:00,0.015,0.5609999999999999,0.0,12.5
23,2020-10-22 23:00,0.0,0.4349999999999999,0.0,12.5
0,2020-10-23 00:00,0.0,0.927,0.0,12.5
1,2020-10-23 01:00,0.0,0.129987,0.0,12.5
2,2020-10-23 02:00,0.0,0.1339866,0.0,12.5
3,2020-10-23 03:00,0.0,0.153,0.0,12.5
4,2020-10-23 04:00,0.003,0.174,0.0,12.5
5,2020-10-23 05:00,0.015,0.204,0.0,12.5
6,2020-10-23 06:00,0.003,0.4559999999999999,0.0,12.5
7,2020-10-23 07:00,0.201,0.486,0.0,12.5
8,2020-10-23 08:00,0.639,0.417,0.22200000000000003,12.5
9,2020-10-23 09:00,1.491,0.2159999999999999,1.2750000000000001,12.5
10,2020-10-23 10:00,4.497,0.099,4.398,12.5
11,2020-10-23 11:00,4.827,0.12,4.707,12.5
12,2020-10-23 12:00,1.497,0.2219999999999999,1.2750000000000001,12.5
13,2020-10-23 13:00,1.152,0.21,0.942,12.5
14,2020-10-23 14:00,0.402,0.471,0.0,12.5
15,2020-10-23 15:00,0.486,0.516,0.0,12.5
16,2020-10-23 16:00,0.096,0.48,0.0,12.5
17,2020-10-23 17:00,0.033,0.5309999999999999,0.0,12.5
18,2020-10-23 18:00,0.03,1.0956,0.0,12.5
19,2020-10-23 19:00,0.009,1.0758,0.0,12.5
20,2020-10-23 20:00,0.009,2.7456,0.0,12.5
21,2020-10-23 21:00,0.015,2.205,0.0,12.5
22,2020-10-23 22:00,0.006,1.386,0.0,12.5
23,2020-10-23 23:00,0.0,0.6359364,0.0,12.5
0,2020-10-24 00:00,0.0,0.5079492,0.0,12.5
1,2020-10-24 01:00,0.0,0.1939806,0.0,12.5
2,2020-10-24 02:00,0.0,0.3579641999999999,0.0,12.5
3,2020-10-24 03:00,0.0,0.54,0.0,12.5
4,2020-10-24 04:00,0.006,0.2129999999999999,0.0,12.5
5,2020-10-24 05:00,0.024,0.237,0.0,12.5
6,2020-10-24 06:00,0.009,0.471,0.0,12.5
7,2020-10-24 07:00,0.0,0.4289999999999999,0.0,12.5
8,2020-10-24 08:00,0.5700000000000001,0.486,0.08400000000000007,12.5
9,2020-10-24 09:00,1.146,0.4679999999999999,0.6779999999999999,12.5
10,2020-10-24 10:00,1.218,0.189,1.029,12.5
11,2020-10-24 11:00,2.262,0.345,1.917,12.5
12,2020-10-24 12:00,1.731,0.486,1.245,12.5
13,2020-10-24 13:00,1.4369999999999998,24.672,0.0,12.5
14,2020-10-24 14:00,2.241,0.4289999999999999,1.8120000000000003,12.5
15,2020-10-24 15:00,0.723,0.4649999999999999,0.25800000000000006,12.5
16,2020-10-24 16:00,0.192,0.249,0.0,12.5
17,2020-10-24 17:00,0.018,9.006,0.0,12.5
18,2020-10-24 18:00,0.006,2.9172,0.0,12.5
19,2020-10-24 19:00,0.024,1.5312000000000003,0.0,12.5
20,2020-10-24 20:00,0.0269999999999999,1.0164,0.0,12.5
21,2020-10-24 21:00,0.018,0.6900000000000001,0.0,12.5
22,2020-10-24 22:00,0.009,1.14,0.0,12.5
23,2020-10-24 23:00,0.0,0.6019398,0.0,12.5
0,2020-10-25 00:00,0.0,0.2859713999999999,0.0,12.5
1,2020-10-25 01:00,0.0,0.2319768,0.0,12.5
2,2020-10-25 02:00,0.0,0.3719628,0.0,12.5
3,2020-10-25 03:00,0.0,0.5189999999999999,0.0,12.5
4,2020-10-25 04:00,0.015,0.2339999999999999,0.0,12.5
5,2020-10-25 05:00,0.0,0.207,0.0,12.5
6,2020-10-25 06:00,0.018,0.495,0.0,12.5
7,2020-10-25 07:00,0.012,0.6990000000000001,0.0,12.5
8,2020-10-25 08:00,0.6000000000000001,0.339,0.26100000000000007,12.5
9,2020-10-25 09:00,2.826,0.249,2.577,12.5
10,2020-10-25 10:00,1.401,0.2159999999999999,1.185,12.5
11,2020-10-25 11:00,3.765,0.399,3.366,12.5
12,2020-10-25 12:00,2.52,0.39,2.13,12.5
13,2020-10-25 13:00,1.473,0.186,1.2870000000000001,12.5
14,2020-10-25 14:00,2.469,0.264,2.205,12.5
15,2020-10-25 15:00,0.621,0.357,0.264,12.5
16,2020-10-25 16:00,0.2159999999999999,0.498,0.0,12.5
17,2020-10-25 17:00,0.033,8.28,0.0,12.5
18,2020-10-25 18:00,0.033,2.3166,0.0,12.5
19,2020-10-25 19:00,0.012,0.6732,0.0,12.5
20,2020-10-25 20:00,0.009,0.9372,0.0,12.5
21,2020-10-25 21:00,0.015,0.414,0.0,12.5
22,2020-10-25 22:00,0.0269999999999999,1.932,0.0,12.5
23,2020-10-25 23:00,0.0,0.5779422,0.0,12.5
0,2020-10-26 00:00,0.0,0.5259474,0.0,12.5
1,2020-10-26 01:00,0.0,0.2439756,0.0,12.5
2,2020-10-26 02:00,0.0,0.2159784,0.0,12.5
3,2020-10-26 03:00,0.0,0.5700000000000001,0.0,12.5
4,2020-10-26 04:00,0.0,0.5549999999999999,0.0,12.5
5,2020-10-26 05:00,0.015,0.2279999999999999,0.0,12.5
6,2020-10-26 06:00,0.006,0.51,0.0,12.5
7,2020-10-26 07:00,0.0269999999999999,0.507,0.0,12.5
8,2020-10-26 08:00,0.4589999999999999,0.486,0.0,12.5
9,2020-10-26 09:00,1.479,0.717,0.7620000000000001,12.5
10,2020-10-26 10:00,3.039,0.4259999999999999,2.6130000000000004,12.5
11,2020-10-26 11:00,2.493,0.4619999999999999,2.031,12.5
12,2020-10-26 12:00,2.556,0.168,2.388,12.5
13,2020-10-26 13:00,1.596,0.489,1.1070000000000002,12.5
14,2020-10-26 14:00,0.936,0.474,0.4620000000000001,12.5
15,2020-10-26 15:00,0.348,0.336,0.011999999999999955,12.5
16,2020-10-26 16:00,0.087,0.366,0.0,12.5
17,2020-10-26 17:00,0.03,1.206,0.0,12.5
18,2020-10-26 18:00,0.0,2.277,0.0,12.5
19,2020-10-26 19:00,0.009,4.646400000000001,0.0,12.5
20,2020-10-26 20:00,0.03,2.442,0.0,12.5
21,2020-10-26 21:00,0.009,0.96,0.0,12.5
22,2020-10-26 22:00,0.006,0.678,0.0,12.5
23,2020-10-26 23:00,0.0,0.4419558,0.0,12.5
0,2020-10-27 00:00,0.0,0.3039695999999999,0.0,12.5
1,2020-10-27 01:00,0.0,0.1179881999999999,0.0,12.5
2,2020-10-27 02:00,0.0,0.1339866,0.0,12.5
3,2020-10-27 03:00,0.0,0.336,0.0,12.5
4,2020-10-27 04:00,0.009,0.333,0.0,12.5
5,2020-10-27 05:00,0.009,0.579,0.0,12.5
6,2020-10-27 06:00,0.0,0.72,0.0,12.5
7,2020-10-27 07:00,0.012,0.498,0.0,12.5
8,2020-10-27 08:00,0.66,0.2249999999999999,0.43500000000000016,12.5
9,2020-10-27 09:00,2.388,0.162,2.226,12.5
10,2020-10-27 10:00,4.461,0.096,4.365,12.5
11,2020-10-27 11:00,2.853,0.5700000000000001,2.2830000000000004,12.5
12,2020-10-27 12:00,2.127,0.5249999999999999,1.6019999999999999,12.5
13,2020-10-27 13:00,0.93,0.24,0.6900000000000001,12.5
14,2020-10-27 14:00,3.843,0.084,3.759,12.5
15,2020-10-27 15:00,0.747,0.237,0.51,12.5
16,2020-10-27 16:00,0.162,0.252,0.0,12.5
17,2020-10-27 17:00,0.042,1.041,0.0,12.5
18,2020-10-27 18:00,0.012,3.4254,0.0,12.5
19,2020-10-27 19:00,0.018,3.5376000000000003,0.0,12.5
20,2020-10-27 20:00,0.0,1.9536,0.0,12.5
21,2020-10-27 21:00,0.006,1.326,0.0,12.5
22,2020-10-27 22:00,0.009,2.766,0.0,12.5
